cv_id,job_id,job_title,company,industry,language_detected,required_experience_years,required_education,semantic_score_percent,keyword_score_percent,improvement_percent,semantic_rank_for_cv,keyword_rank_for_cv,semantic_skills_score_percent,semantic_experience_score_percent,semantic_education_score_percent
CV047,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,it,2,S1 Ilmu Komputer / Bachelor of Computer Science,19.03,2.07,16.96,32,31,0.0,24.02,47.09
CV047,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,it,1,S1 Statistika / Matematika / Ilmu Komputer,27.93,2.0,25.93,29,32,15.7,40.93,26.39
CV047,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,it,2,Bachelor,60.34,23.93,36.41,2,3,47.81,71.89,62.32
CV047,MK00002,Brand Manager,Company Not Specified,Marketing,it,5,Bachelor,54.19,28.76,25.43,7,2,37.82,66.5,62.32
CV047,MK00003,Social Media Manager,Company Not Specified,Marketing,it,3,Bachelor,61.18,31.32,29.86,1,1,47.91,73.87,62.32
CV047,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,it,6,Bachelor,55.91,13.29,42.62,4,7,42.16,66.45,62.32
CV047,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,it,3,Bachelor,55.87,21.86,34.01,5,5,35.62,72.89,62.32
CV047,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,it,2,Bachelor,53.0,9.37,43.63,8,10,41.41,59.93,62.32
CV047,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,it,5,Bachelor,50.24,13.66,36.58,9,6,35.75,58.68,62.32
CV047,MK00008,SEO Specialist,Company Not Specified,Marketing,it,2,Bachelor,54.49,23.8,30.69,6,4,43.27,61.79,62.32
CV047,MK00009,Customer Experience Manager,Company Not Specified,Marketing,it,5,Bachelor,45.64,8.36,37.28,11,12,30.82,52.13,62.32
CV047,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,it,2,Bachelor,56.36,7.91,48.45,3,13,39.25,70.5,62.32
CV047,IT00001,Backend Engineer,Company Not Specified,Information Technology,it,3,Bachelor,34.52,4.05,30.47,19,27,14.79,40.34,62.32
CV047,IT00002,Frontend Developer,Company Not Specified,Information Technology,it,2,Bachelor,34.37,7.1,27.27,20,15,9.47,45.3,62.32
CV047,IT00003,DevOps Engineer,Company Not Specified,Information Technology,it,4,Bachelor,29.99,5.55,24.44,27,21,6.04,37.78,62.32
CV047,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,it,3,Bachelor,27.71,4.71,23.0,30,25,6.54,31.58,62.32
CV047,IT00005,Data Engineer,Company Not Specified,Information Technology,it,3,Bachelor,31.41,3.74,27.67,26,29,9.25,38.11,62.32
CV047,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,it,2,Bachelor,31.82,3.94,27.88,25,28,6.24,42.14,62.32
CV047,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,it,3,Bachelor,35.46,4.13,31.33,17,26,21.95,35.53,62.32
CV047,IT00008,UI/UX Designer,Company Not Specified,Information Technology,it,3,Bachelor,32.84,6.14,26.7,23,18,9.21,41.74,62.32
CV047,IT00009,IT Support Specialist,Company Not Specified,Information Technology,it,1,Diploma,28.67,4.82,23.85,28,24,10.24,32.42,58.03
CV047,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,it,5,Bachelor,48.34,11.41,36.93,10,8,36.22,53.46,62.32
CV047,FN00001,Financial Analyst,Company Not Specified,Finance,it,3,Bachelor,33.18,7.61,25.57,22,14,16.44,35.34,62.32
CV047,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,it,5,Bachelor,32.61,5.06,27.55,24,23,11.63,38.74,62.32
CV047,FN00003,Investment Banking Associate,Company Not Specified,Finance,it,4,Master,26.48,2.27,24.21,31,30,19.51,34.35,24.68
CV047,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,it,4,Bachelor,39.32,5.64,33.68,14,20,19.27,47.86,62.32
CV047,FN00005,Treasury Manager,Company Not Specified,Finance,it,6,Bachelor,34.27,5.4,28.87,21,22,15.16,39.36,62.32
CV047,FN00006,Junior Auditor,Company Not Specified,Finance,it,1,Bachelor,37.3,6.88,30.42,15,16,20.0,42.08,62.32
CV047,FN00007,Marketing Loan Officer,Company Not Specified,Finance,it,2,Bachelor,41.27,8.47,32.8,13,11,18.6,53.42,62.32
CV047,FN00008,Compliance Officer,Company Not Specified,Finance,it,4,Bachelor,35.95,6.45,29.5,16,17,17.55,41.16,62.32
CV047,FN00009,Financial Planning Analyst,Company Not Specified,Finance,it,3,Bachelor,42.75,5.98,36.77,12,19,24.79,50.93,62.32
CV047,FN00010,Branch Manager,Company Not Specified,Finance,it,7,Bachelor,35.19,9.66,25.53,18,9,15.41,41.4,62.32
CV046,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,48.46,11.31,37.15,3,3,26.56,61.64,65.88
CV046,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,34.28,2.94,31.34,23,21,19.08,43.03,47.2
CV046,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,26.03,2.25,23.78,32,28,9.78,31.13,48.33
CV046,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,28.39,4.28,24.11,31,13,20.27,26.53,48.33
CV046,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,35.9,2.36,33.54,19,27,34.09,31.5,48.33
CV046,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,37.24,2.83,34.41,16,24,34.13,34.8,48.33
CV046,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,33.05,3.3,29.75,26,19,26.06,32.39,48.33
CV046,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,38.34,2.0,36.34,13,31,36.59,35.1,48.33
CV046,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,35.02,3.89,31.13,21,14,33.6,29.78,48.33
CV046,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,33.22,3.52,29.7,25,17,23.4,35.49,48.33
CV046,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,43.63,4.85,38.78,7,11,42.74,42.17,48.33
CV046,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,40.26,2.88,37.38,11,22,30.63,45.85,48.33
CV046,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,48.31,13.7,34.61,4,1,30.77,65.85,48.33
CV046,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,51.59,11.38,40.21,1,2,39.15,65.66,48.33
CV046,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,44.91,10.05,34.86,6,5,22.73,65.37,48.33
CV046,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,40.94,7.99,32.95,9,7,30.5,47.69,48.33
CV046,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,41.6,5.74,35.86,8,9,20.95,58.88,48.33
CV046,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,31.27,8.14,23.13,29,6,3.44,50.56,48.33
CV046,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,35.01,2.83,32.18,22,24,17.9,45.46,48.33
CV046,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,40.93,7.21,33.72,10,8,26.36,51.8,48.33
CV046,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,46.67,10.92,35.75,5,4,30.31,62.93,46.89
CV046,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,50.01,5.28,44.73,2,10,48.55,52.32,48.33
CV046,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,33.5,3.72,29.78,24,16,24.19,35.4,48.33
CV046,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,36.8,2.23,34.57,18,29,22.96,44.88,48.33
CV046,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,32.99,2.58,30.41,27,26,21.18,46.66,29.25
CV046,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,32.72,2.86,29.86,28,23,22.95,34.68,48.33
CV046,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,37.25,1.06,36.19,15,32,23.34,45.63,48.33
CV046,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,35.8,4.63,31.17,20,12,26.69,38.65,48.33
CV046,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,30.9,2.23,28.67,30,29,14.03,39.06,48.33
CV046,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,37.37,3.16,34.21,14,20,23.9,45.36,48.33
CV046,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,40.0,3.4,36.6,12,18,33.87,41.96,48.33
CV046,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,36.97,3.75,33.22,17,15,31.61,36.65,48.33
CV045,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,en,2,S1 Ilmu Komputer / Bachelor of Computer Science,21.54,4.65,16.89,32,13,9.12,23.29,42.88
CV045,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,en,1,S1 Statistika / Matematika / Ilmu Komputer,26.41,5.68,20.73,27,11,17.52,36.94,23.12
CV045,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,en,2,Bachelor,48.75,16.17,32.58,5,2,29.64,70.86,42.73
CV045,MK00002,Brand Manager,Company Not Specified,Marketing,en,5,Bachelor,45.77,9.57,36.2,8,6,39.94,53.11,42.73
CV045,MK00003,Social Media Manager,Company Not Specified,Marketing,en,3,Bachelor,50.6,12.32,38.28,4,4,52.57,52.57,42.73
CV045,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,en,6,Bachelor,47.53,8.36,39.17,7,8,39.63,57.82,42.73
CV045,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,en,3,Bachelor,52.52,10.06,42.46,2,5,43.08,66.86,42.73
CV045,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,en,2,Bachelor,51.19,13.81,37.38,3,3,42.07,64.53,42.73
CV045,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,en,5,Bachelor,57.69,20.68,37.01,1,1,61.27,61.58,42.73
CV045,MK00008,SEO Specialist,Company Not Specified,Marketing,en,2,Bachelor,39.69,6.72,32.97,11,10,27.14,50.72,42.73
CV045,MK00009,Customer Experience Manager,Company Not Specified,Marketing,en,5,Bachelor,43.03,3.84,39.19,9,15,40.08,46.12,42.73
CV045,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,en,2,Bachelor,47.63,8.95,38.68,6,7,32.53,65.19,42.73
CV045,IT00001,Backend Engineer,Company Not Specified,Information Technology,en,3,Bachelor,30.7,0.97,29.73,20,32,15.28,40.1,42.73
CV045,IT00002,Frontend Developer,Company Not Specified,Information Technology,en,2,Bachelor,27.12,2.4,24.72,24,23,2.91,43.52,42.73
CV045,IT00003,DevOps Engineer,Company Not Specified,Information Technology,en,4,Bachelor,26.9,2.44,24.46,25,22,9.37,36.52,42.73
CV045,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,en,3,Bachelor,25.7,2.38,23.32,28,24,10.2,32.68,42.73
CV045,IT00005,Data Engineer,Company Not Specified,Information Technology,en,3,Bachelor,22.63,3.05,19.58,31,18,1.86,33.36,42.73
CV045,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,en,2,Bachelor,25.11,1.27,23.84,29,31,2.36,39.05,42.73
CV045,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,en,3,Bachelor,28.25,2.0,26.25,23,27,13.82,35.43,42.73
CV045,IT00008,UI/UX Designer,Company Not Specified,Information Technology,en,3,Bachelor,33.14,2.7,30.44,15,19,17.45,44.03,42.73
CV045,IT00009,IT Support Specialist,Company Not Specified,Information Technology,en,1,Diploma,24.44,2.16,22.28,30,26,8.9,30.38,43.63
CV045,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,en,5,Bachelor,42.08,7.8,34.28,10,9,36.9,46.93,42.73
CV045,FN00001,Financial Analyst,Company Not Specified,Finance,en,3,Bachelor,26.73,3.49,23.24,26,16,10.48,34.97,42.73
CV045,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,en,5,Bachelor,32.21,2.46,29.75,18,21,18.37,40.78,42.73
CV045,FN00003,Investment Banking Associate,Company Not Specified,Finance,en,4,Master,35.21,2.53,32.68,14,20,27.15,44.57,32.62
CV045,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,en,4,Bachelor,32.3,1.53,30.77,17,29,24.05,35.33,42.73
CV045,FN00005,Treasury Manager,Company Not Specified,Finance,en,6,Bachelor,29.95,1.64,28.31,22,28,21.26,32.25,42.73
CV045,FN00006,Junior Auditor,Company Not Specified,Finance,en,1,Bachelor,30.34,4.13,26.21,21,14,17.14,37.35,42.73
CV045,FN00007,Marketing Loan Officer,Company Not Specified,Finance,en,2,Bachelor,37.57,2.21,35.36,13,25,16.61,55.95,42.73
CV045,FN00008,Compliance Officer,Company Not Specified,Finance,en,4,Bachelor,30.77,1.4,29.37,19,30,12.36,43.2,42.73
CV045,FN00009,Financial Planning Analyst,Company Not Specified,Finance,en,3,Bachelor,38.47,5.17,33.3,12,12,28.6,46.21,42.73
CV045,FN00010,Branch Manager,Company Not Specified,Finance,en,7,Bachelor,32.47,3.26,29.21,16,17,29.25,30.55,42.73
CV044,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,it,2,S1 Ilmu Komputer / Bachelor of Computer Science,45.58,9.96,35.62,3,4,36.11,49.15,57.39
CV044,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,it,1,S1 Statistika / Matematika / Ilmu Komputer,37.72,7.98,29.74,13,6,31.05,46.11,34.3
CV044,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,it,2,Bachelor,27.21,4.77,22.44,32,14,1.68,45.75,41.18
CV044,MK00002,Brand Manager,Company Not Specified,Marketing,it,5,Bachelor,31.39,6.4,24.99,25,8,22.76,35.12,41.18
CV044,MK00003,Social Media Manager,Company Not Specified,Marketing,it,3,Bachelor,32.84,2.3,30.54,21,28,25.15,36.37,41.18
CV044,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,it,6,Bachelor,40.28,7.5,32.78,10,7,34.53,45.58,41.18
CV044,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,it,3,Bachelor,36.07,4.84,31.23,16,12,26.22,43.37,41.18
CV044,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,it,2,Bachelor,35.88,3.74,32.14,17,18,30.81,38.31,41.18
CV044,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,it,5,Bachelor,36.84,4.95,31.89,14,11,35.36,36.15,41.18
CV044,MK00008,SEO Specialist,Company Not Specified,Marketing,it,2,Bachelor,31.9,3.79,28.11,24,17,15.87,43.3,41.18
CV044,MK00009,Customer Experience Manager,Company Not Specified,Marketing,it,5,Bachelor,42.24,4.7,37.54,7,15,43.69,41.32,41.18
CV044,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,it,2,Bachelor,42.9,8.15,34.75,6,5,30.41,56.25,41.18
CV044,IT00001,Backend Engineer,Company Not Specified,Information Technology,it,3,Bachelor,44.04,2.89,41.15,5,24,28.79,60.72,41.18
CV044,IT00002,Frontend Developer,Company Not Specified,Information Technology,it,2,Bachelor,34.47,3.26,31.21,18,21,13.69,51.89,41.18
CV044,IT00003,DevOps Engineer,Company Not Specified,Information Technology,it,4,Bachelor,44.15,5.79,38.36,4,10,28.18,61.6,41.18
CV044,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,it,3,Bachelor,41.15,2.91,38.24,8,23,30.87,51.42,41.18
CV044,IT00005,Data Engineer,Company Not Specified,Information Technology,it,3,Bachelor,51.46,17.85,33.61,2,1,30.07,77.99,41.18
CV044,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,it,2,Bachelor,31.02,10.95,20.07,27,3,1.0,55.95,41.18
CV044,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,it,3,Bachelor,29.19,3.19,26.0,31,22,12.18,40.21,41.18
CV044,IT00008,UI/UX Designer,Company Not Specified,Information Technology,it,3,Bachelor,40.49,5.82,34.67,9,9,24.11,56.53,41.18
CV044,IT00009,IT Support Specialist,Company Not Specified,Information Technology,it,1,Diploma,38.5,2.4,36.1,12,27,24.51,50.45,42.6
CV044,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,it,5,Bachelor,52.49,13.26,39.23,1,2,47.36,63.28,41.18
CV044,FN00001,Financial Analyst,Company Not Specified,Finance,it,3,Bachelor,32.7,3.34,29.36,22,20,21.26,39.89,41.18
CV044,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,it,5,Bachelor,36.52,3.73,32.79,15,19,26.66,44.06,41.18
CV044,FN00003,Investment Banking Associate,Company Not Specified,Finance,it,4,Master,30.3,2.69,27.61,28,26,23.44,38.24,28.12
CV044,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,it,4,Bachelor,33.73,1.56,32.17,19,31,22.39,41.35,41.18
CV044,FN00005,Treasury Manager,Company Not Specified,Finance,it,6,Bachelor,30.08,0.55,29.53,30,32,22.21,32.4,41.18
CV044,FN00006,Junior Auditor,Company Not Specified,Finance,it,1,Bachelor,31.1,4.79,26.31,26,13,20.0,37.17,41.18
CV044,FN00007,Marketing Loan Officer,Company Not Specified,Finance,it,2,Bachelor,32.49,1.86,30.63,23,30,16.3,44.33,41.18
CV044,FN00008,Compliance Officer,Company Not Specified,Finance,it,4,Bachelor,33.23,2.24,30.99,20,29,19.69,42.79,41.18
CV044,FN00009,Financial Planning Analyst,Company Not Specified,Finance,it,3,Bachelor,39.88,3.96,35.92,11,16,33.13,45.98,41.18
CV044,FN00010,Branch Manager,Company Not Specified,Finance,it,7,Bachelor,30.16,2.73,27.43,29,25,27.31,27.49,41.18
CV043,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,27.63,4.76,22.87,26,13,13.23,34.07,43.55
CV043,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,26.81,3.77,23.04,30,15,17.03,38.63,22.74
CV043,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,45.41,12.43,32.98,10,2,29.2,61.51,45.65
CV043,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,48.91,11.65,37.26,6,3,36.12,63.33,45.65
CV043,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,57.96,20.3,37.66,1,1,57.1,64.97,45.65
CV043,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,52.25,6.63,45.62,4,9,38.06,69.75,45.65
CV043,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,53.47,11.31,42.16,3,4,44.28,66.57,45.65
CV043,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,47.7,5.58,42.12,8,10,37.7,58.72,45.65
CV043,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,54.76,10.49,44.27,2,5,50.94,63.13,45.65
CV043,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,38.8,7.05,31.75,12,7,29.95,44.22,45.65
CV043,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,46.62,4.48,42.14,9,14,38.51,55.21,45.65
CV043,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,47.75,6.81,40.94,7,8,36.32,60.22,45.65
CV043,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,34.03,0.84,33.19,16,31,16.98,45.28,45.65
CV043,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,30.69,2.97,27.72,20,21,9.43,44.48,45.65
CV043,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,27.97,2.91,25.06,24,22,9.95,37.14,45.65
CV043,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,29.67,3.08,26.59,21,19,13.58,37.76,45.65
CV043,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,28.54,1.93,26.61,23,26,9.35,39.18,45.65
CV043,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,24.95,0.82,24.13,32,32,1.77,37.78,45.65
CV043,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,25.66,1.53,24.13,31,28,10.62,30.7,45.65
CV043,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,27.51,3.31,24.2,28,17,7.0,38.95,45.65
CV043,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,27.58,2.39,25.19,27,23,15.04,29.83,48.14
CV043,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,50.28,7.99,42.29,5,6,44.14,58.73,45.65
CV043,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,28.99,2.32,26.67,22,24,14.68,34.97,45.65
CV043,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,32.06,1.97,30.09,18,25,13.18,44.15,45.65
CV043,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,27.94,1.53,26.41,25,28,17.56,37.56,29.47
CV043,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,32.73,1.42,31.31,17,30,18.3,40.7,45.65
CV043,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,31.57,3.22,28.35,19,18,18.03,38.08,45.65
CV043,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,27.18,3.37,23.81,29,16,13.0,32.13,45.65
CV043,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,38.72,3.08,35.64,13,19,16.35,57.63,45.65
CV043,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,34.57,1.88,32.69,15,27,20.7,42.89,45.65
CV043,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,36.83,4.91,31.92,14,11,29.86,39.4,45.65
CV043,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,38.85,4.81,34.04,11,12,28.87,45.42,45.65
CV042,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,29.19,1.69,27.5,23,32,25.18,24.64,46.31
CV042,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,42.22,4.36,37.86,11,28,32.25,57.44,31.7
CV042,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,26.27,5.9,20.37,29,19,10.05,30.53,50.2
CV042,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,36.51,7.67,28.84,16,9,27.95,38.23,50.2
CV042,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,24.05,5.73,18.32,30,22,17.59,17.44,50.2
CV042,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,36.36,5.09,31.27,17,25,29.76,36.03,50.2
CV042,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,30.35,6.09,24.26,22,17,20.97,29.8,50.2
CV042,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,38.5,4.18,34.32,13,30,34.04,37.1,50.2
CV042,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,31.14,6.71,24.43,20,14,21.56,31.18,50.2
CV042,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,29.15,4.01,25.14,24,31,24.19,23.59,50.2
CV042,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,37.15,5.76,31.39,14,20,37.74,30.03,50.2
CV042,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,45.93,6.91,39.02,8,11,39.78,49.94,50.2
CV042,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,30.75,6.42,24.33,21,16,23.09,28.69,50.2
CV042,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,22.88,4.48,18.4,32,27,2.88,29.21,50.2
CV042,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,27.61,4.31,23.3,28,29,17.71,26.22,50.2
CV042,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,23.74,4.89,18.85,31,26,13.49,20.75,50.2
CV042,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,29.11,5.25,23.86,25,23,17.01,30.67,50.2
CV042,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,28.47,5.22,23.25,26,24,10.8,35.27,50.2
CV042,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,36.73,7.03,29.7,15,10,30.82,35.9,50.2
CV042,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,34.53,5.97,28.56,19,18,27.57,33.65,50.2
CV042,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,27.92,6.7,21.22,27,15,11.75,31.91,52.29
CV042,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,45.86,10.41,35.45,9,6,47.1,42.46,50.2
CV042,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,53.14,17.54,35.6,2,3,45.83,61.93,50.2
CV042,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,52.8,9.97,42.83,3,7,45.91,60.99,50.2
CV042,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,40.95,6.86,34.09,12,12,43.01,47.6,23.52
CV042,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,49.15,15.01,34.14,7,4,49.28,48.49,50.2
CV042,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,49.66,6.81,42.85,6,13,46.3,52.76,50.2
CV042,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,52.49,27.04,25.45,4,1,49.19,56.93,50.2
CV042,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,43.69,8.21,35.48,10,8,32.18,51.95,50.2
CV042,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,51.66,10.63,41.03,5,5,43.33,60.71,50.2
CV042,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,54.05,26.44,27.61,1,2,34.15,75.88,50.2
